scenario_name,scenario_category,expected_algorithm,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,diversity_penalty,diversity_bonus,base_success_prob,timestamp
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133125066757202,True,31.99,0.79,0.2,0.0,0.35,2025-12-10T14:07:22.409643
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.165534257888794,False,147.59,0.8,0.2,0.0,0.35,2025-12-10T14:07:30.814673
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130635976791382,False,155.97,0.63,0.2,0.0,0.35,2025-12-10T14:07:39.189883
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.116799354553223,False,99.73,0.58,0.2,0.0,0.35,2025-12-10T14:07:47.553296
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135536432266235,False,120.76,0.37,0.2,0.0,0.73,2025-12-10T14:07:55.940699
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139364004135132,True,36.17,0.43,0.2,0.0,0.35,2025-12-10T14:08:04.329544
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.155189514160156,False,95.08,0.49,0.2,0.0,0.35,2025-12-10T14:08:12.720343
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.1449034214019775,True,22.56,0.41,0.1,0.05,0.475,2025-12-10T14:08:21.121867
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.138372421264648,True,38.91,0.76,0.25,0.0,0.68,2025-12-10T14:08:30.001546
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_E91', 'PQC_KYBER', 'AES_256_GCM']",[],6.140615940093994,True,61.05,0.78,0.2,0.05,0.78,2025-12-10T14:08:38.384343
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.138766288757324,False,238.48,1.0,0.25,0.0,0.3,2025-12-10T14:08:46.756721
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1426191329956055,True,87.19,1.0,0.25,0.0,0.3,2025-12-10T14:08:55.146102
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.145198345184326,False,305.31,1.0,0.25,0.0,0.3,2025-12-10T14:09:03.538568
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140955686569214,True,31.75,0.63,0.2,0.0,0.73,2025-12-10T14:09:11.930852
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139026403427124,False,137.12,0.84,0.2,0.0,0.35,2025-12-10T14:09:20.324971
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139268398284912,True,60.98,0.8,0.2,0.0,0.35,2025-12-10T14:09:28.721343
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.153187990188599,False,131.81,0.82,0.2,0.0,0.35,2025-12-10T14:09:37.124400
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1261091232299805,False,117.98,0.84,0.2,0.0,0.35,2025-12-10T14:09:45.503642
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.147294521331787,False,136.4,0.82,0.2,0.0,0.35,2025-12-10T14:09:53.908554
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.116010665893555,False,216.88,1.0,0.25,0.0,0.3,2025-12-10T14:10:02.278957
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1500303745269775,True,39.52,0.79,0.2,0.0,0.35,2025-12-10T14:10:10.672693
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129753112792969,False,95.23,0.81,0.2,0.0,0.35,2025-12-10T14:10:19.059559
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.152465343475342,False,158.48,0.64,0.2,0.0,0.35,2025-12-10T14:10:27.467623
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139658689498901,True,56.6,0.56,0.2,0.0,0.35,2025-12-10T14:10:35.861480
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1376564502716064,True,22.17,0.36,0.2,0.0,0.73,2025-12-10T14:10:44.252829
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.151910066604614,False,93.99,0.44,0.2,0.0,0.35,2025-12-10T14:10:52.657684
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1474769115448,True,46.87,0.48,0.2,0.0,0.35,2025-12-10T14:11:01.061249
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.143740892410278,False,96.85,0.39,0.1,0.05,0.475,2025-12-10T14:11:09.454599
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.153365135192871,False,250.89,0.8,0.25,0.0,0.68,2025-12-10T14:11:18.359760
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.158644437789917,True,116.9,1.0,0.25,0.0,0.3,2025-12-10T14:11:26.766203
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['FALLBACK_AES', 'PQC_KYBER', 'AES_256_GCM']",[],6.148972988128662,False,254.85,1.0,0.2,0.05,0.375,2025-12-10T14:11:35.170927
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.139093399047852,False,271.0,1.0,0.25,0.0,0.3,2025-12-10T14:11:43.552035
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.154240846633911,False,252.48,1.0,0.25,0.0,0.3,2025-12-10T14:11:51.961143
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_FALCON', 'AES_256_GCM']",[],6.1504011154174805,False,168.54,0.82,0.1,0.05,0.475,2025-12-10T14:12:00.354426
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140787363052368,True,64.4,0.84,0.2,0.0,0.35,2025-12-10T14:12:08.737752
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138659715652466,False,152.05,0.79,0.2,0.0,0.35,2025-12-10T14:12:17.114313
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_DILITHIUM', 'AES_256_GCM']",[],6.158472061157227,True,40.0,0.82,0.1,0.05,0.475,2025-12-10T14:12:25.525068
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142610311508179,False,127.02,0.82,0.2,0.0,0.35,2025-12-10T14:12:33.923484
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1273276805877686,True,57.48,0.82,0.2,0.0,0.35,2025-12-10T14:12:42.302587
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.138789892196655,False,301.02,1.0,0.25,0.0,0.3,2025-12-10T14:12:50.689100
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1310670375823975,False,150.06,0.82,0.2,0.0,0.35,2025-12-10T14:12:59.065254
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125173807144165,False,118.14,0.84,0.2,0.0,0.35,2025-12-10T14:13:07.447246
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142927885055542,False,129.7,0.65,0.2,0.0,0.35,2025-12-10T14:13:15.825304
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129048585891724,True,35.49,0.57,0.2,0.0,0.35,2025-12-10T14:13:24.213698
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1508567333221436,False,81.66,0.34,0.2,0.0,0.73,2025-12-10T14:13:32.600734
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1074464321136475,True,23.16,0.39,0.2,0.0,0.35,2025-12-10T14:13:40.948561
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.116230726242065,True,39.47,0.46,0.2,0.0,0.35,2025-12-10T14:13:49.319976
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.1448047161102295,False,99.23,0.4,0.1,0.05,0.475,2025-12-10T14:13:57.704150
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.149592399597168,True,36.25,0.76,0.25,0.0,0.68,2025-12-10T14:14:06.594577
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1326446533203125,False,308.53,1.0,0.25,0.0,0.3,2025-12-10T14:14:14.966778
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.133495807647705,True,78.42,1.0,0.25,0.0,0.3,2025-12-10T14:14:23.355509
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.156310558319092,False,310.96,1.0,0.25,0.0,0.3,2025-12-10T14:14:31.760481
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1325390338897705,False,286.83,1.0,0.25,0.0,0.3,2025-12-10T14:14:40.137298
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142874240875244,True,34.05,0.6,0.2,0.0,0.73,2025-12-10T14:14:48.515649
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1576759815216064,False,156.82,0.82,0.2,0.0,0.35,2025-12-10T14:14:56.930003
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1452414989471436,False,148.83,0.84,0.2,0.0,0.35,2025-12-10T14:15:05.318469
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.148090124130249,False,146.92,0.83,0.2,0.0,0.35,2025-12-10T14:15:13.708311
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.156413793563843,False,186.92,0.8,0.2,0.0,0.35,2025-12-10T14:15:22.116461
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1315696239471436,False,194.96,0.79,0.2,0.0,0.35,2025-12-10T14:15:30.503363
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1325788497924805,True,123.46,1.0,0.25,0.0,0.3,2025-12-10T14:15:38.878081
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.113715648651123,False,146.6,0.8,0.2,0.0,0.35,2025-12-10T14:15:47.229982
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.118045806884766,False,103.74,0.8,0.2,0.0,0.35,2025-12-10T14:15:55.597265
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_SABER', 'AES_256_GCM']",[],6.149617671966553,True,47.12,0.62,0.1,0.05,0.475,2025-12-10T14:16:03.997371
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1524131298065186,True,44.43,0.55,0.2,0.0,0.35,2025-12-10T14:16:12.401990
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.159539699554443,False,92.76,0.36,0.2,0.0,0.73,2025-12-10T14:16:20.808560
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.147463083267212,False,115.32,0.4,0.2,0.0,0.35,2025-12-10T14:16:29.205520
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1541759967803955,True,34.78,0.5,0.2,0.0,0.35,2025-12-10T14:16:37.603541
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.139979124069214,True,29.54,0.4,0.1,0.05,0.475,2025-12-10T14:16:45.986354
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.142192840576172,True,40.19,0.78,0.25,0.0,0.68,2025-12-10T14:16:54.868314
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1119606494903564,False,288.0,1.0,0.25,0.0,0.3,2025-12-10T14:17:03.233777
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1466240882873535,True,79.52,1.0,0.25,0.0,0.3,2025-12-10T14:17:11.623618
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.122668266296387,True,118.74,1.0,0.25,0.0,0.3,2025-12-10T14:17:19.997430
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.158489227294922,False,211.0,1.0,0.25,0.0,0.3,2025-12-10T14:17:28.399921
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133263349533081,False,178.76,0.64,0.2,0.0,0.73,2025-12-10T14:17:36.788488
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.123280763626099,False,162.38,0.82,0.2,0.0,0.35,2025-12-10T14:17:45.161679
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13336443901062,False,120.87,0.83,0.2,0.0,0.35,2025-12-10T14:17:53.543699
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134135961532593,True,58.74,0.83,0.2,0.0,0.35,2025-12-10T14:18:01.921310
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.123544931411743,False,121.48,0.82,0.2,0.0,0.35,2025-12-10T14:18:10.295132
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1407310962677,False,201.5,0.84,0.2,0.0,0.35,2025-12-10T14:18:18.686498
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.129651784896851,True,104.55,1.0,0.25,0.0,0.3,2025-12-10T14:18:27.072044
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.158344268798828,False,155.13,0.84,0.2,0.0,0.35,2025-12-10T14:18:35.472143
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129320383071899,True,45.66,0.79,0.2,0.0,0.35,2025-12-10T14:18:43.856230
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138281345367432,False,112.26,0.64,0.2,0.0,0.35,2025-12-10T14:18:52.245051
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142990350723267,True,48.05,0.56,0.2,0.0,0.35,2025-12-10T14:19:00.630259
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.145360946655273,True,19.42,0.35,0.2,0.0,0.73,2025-12-10T14:19:09.029487
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.15040135383606,True,18.36,0.39,0.2,0.0,0.35,2025-12-10T14:19:17.433467
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13868522644043,False,83.36,0.49,0.2,0.0,0.35,2025-12-10T14:19:25.818699
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.116325378417969,True,32.65,0.39,0.1,0.05,0.475,2025-12-10T14:19:34.188820
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.126039266586304,True,42.53,0.82,0.25,0.0,0.68,2025-12-10T14:19:43.058481
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1360883712768555,False,234.52,1.0,0.25,0.0,0.3,2025-12-10T14:19:51.439257
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.121996879577637,False,188.56,1.0,0.25,0.0,0.3,2025-12-10T14:19:59.816361
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.151654481887817,False,231.5,1.0,0.25,0.0,0.3,2025-12-10T14:20:08.210282
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.128393650054932,False,256.03,1.0,0.25,0.0,0.3,2025-12-10T14:20:16.594955
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.123657464981079,False,137.46,0.6,0.2,0.0,0.73,2025-12-10T14:20:24.969001
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.15544581413269,False,129.85,0.79,0.2,0.0,0.35,2025-12-10T14:20:33.383068
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1370909214019775,False,162.37,0.8,0.2,0.0,0.35,2025-12-10T14:20:41.777052
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1267735958099365,False,163.3,0.82,0.2,0.0,0.35,2025-12-10T14:20:50.137628
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139544486999512,False,135.27,0.79,0.2,0.0,0.35,2025-12-10T14:20:58.533842
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.141396999359131,False,144.5,0.81,0.2,0.0,0.35,2025-12-10T14:21:06.916891
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.160480737686157,True,125.99,1.0,0.25,0.0,0.3,2025-12-10T14:21:15.326229
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137593746185303,False,140.34,0.83,0.2,0.0,0.35,2025-12-10T14:21:23.718978
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137490749359131,False,105.27,0.82,0.2,0.0,0.35,2025-12-10T14:21:32.092468
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.105187892913818,False,102.32,0.63,0.2,0.0,0.35,2025-12-10T14:21:40.453444
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.100188970565796,True,56.61,0.58,0.2,0.0,0.35,2025-12-10T14:21:48.798178
