scenario_name,scenario_category,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,timestamp,system_load,available_resources,network_latency
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.136262893676758,True,40.92,0.65,2025-10-22T17:42:36.227694,0.48,0.78,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.137951374053955,True,67.07,0.84,2025-10-22T17:42:44.692655,0.38,0.85,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137125730514526,True,45.43,0.66,2025-10-22T17:42:53.185052,0.55,0.7,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132367849349976,True,29.37,0.65,2025-10-22T17:43:01.661281,0.5,0.75,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.143383502960205,True,78.97,0.85,2025-10-22T17:43:10.144482,0.45,0.8,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13071608543396,True,31.11,0.67,2025-10-22T17:43:18.616840,0.6,0.6,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.125347375869751,True,67.01,0.83,2025-10-22T17:43:27.081014,0.3,0.9,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.148587942123413,False,110.26,0.66,2025-10-22T17:43:35.565286,0.55,0.7,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.124060153961182,True,108.78,0.66,2025-10-22T17:43:44.030428,0.55,0.65,280.0
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133594036102295,False,135.1,0.65,2025-10-22T17:43:52.503116,0.5,0.75,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131397724151611,True,43.27,0.67,2025-10-22T17:44:00.979838,0.58,0.68,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140619277954102,True,32.92,0.67,2025-10-22T17:44:09.463478,0.62,0.58,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.127389669418335,True,78.03,0.83,2025-10-22T17:44:17.929061,0.35,0.88,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.135145664215088,False,75.3,0.48,2025-10-22T17:44:26.417594,0.65,0.55,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131013870239258,True,49.02,0.67,2025-10-22T17:44:34.889964,0.6,0.65,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.134681940078735,True,35.98,0.51,2025-10-22T17:44:43.370301,0.88,0.3,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135011911392212,True,44.96,0.67,2025-10-22T17:44:53.352019,0.58,0.68,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138991832733154,True,31.14,0.67,2025-10-22T17:45:01.823862,0.58,0.68,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.123745918273926,True,38.38,0.66,2025-10-22T17:45:10.289004,0.52,0.72,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.150366306304932,True,76.04,0.84,2025-10-22T17:45:18.784342,0.38,0.85,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.100040912628174,True,42.11,0.66,2025-10-22T17:45:27.225220,0.55,0.7,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099889755249023,True,124.24,0.66,2025-10-22T17:45:35.676768,0.55,0.65,280.0
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.083350419998169,True,63.22,0.83,2025-10-22T17:45:44.093733,0.3,0.9,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.117743730545044,True,52.26,0.83,2025-10-22T17:45:52.544786,0.35,0.88,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.066304922103882,True,83.49,0.85,2025-10-22T17:46:00.943423,0.48,0.78,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.083269834518433,True,36.38,0.65,2025-10-22T17:46:09.343978,0.5,0.75,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099614143371582,True,38.93,0.66,2025-10-22T17:46:17.776574,0.55,0.7,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.115368843078613,True,43.75,0.65,2025-10-22T17:46:26.209527,0.48,0.78,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.082615375518799,True,32.28,0.67,2025-10-22T17:46:34.644528,0.6,0.6,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.100220680236816,True,40.84,0.65,2025-10-22T17:46:43.061254,0.48,0.76,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.097891092300415,True,53.56,0.67,2025-10-22T17:46:51.493582,0.6,0.65,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.100287675857544,True,30.04,0.48,2025-10-22T17:46:59.928378,0.65,0.55,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.082843780517578,True,51.07,0.85,2025-10-22T17:47:08.344513,0.45,0.8,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.09942889213562,True,38.53,0.67,2025-10-22T17:47:16.794524,0.62,0.58,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.100257158279419,True,30.84,0.65,2025-10-22T17:47:25.228315,0.5,0.75,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.117659330368042,False,55.35,0.51,2025-10-22T17:47:33.695925,0.88,0.3,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.068019390106201,True,84.71,0.83,2025-10-22T17:47:43.596444,0.35,0.88,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.066472053527832,True,114.83,0.66,2025-10-22T17:47:51.978472,0.55,0.65,280.0
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.0998358726501465,True,63.97,0.85,2025-10-22T17:48:00.395351,0.48,0.78,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099173545837402,False,119.57,0.67,2025-10-22T17:48:08.812220,0.6,0.6,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.116976499557495,True,47.13,0.67,2025-10-22T17:48:17.262450,0.58,0.68,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.083325624465942,True,35.3,0.66,2025-10-22T17:48:25.678901,0.55,0.7,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.083508253097534,True,26.85,0.48,2025-10-22T17:48:34.095777,0.65,0.55,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.083661794662476,True,49.5,0.67,2025-10-22T17:48:42.513369,0.58,0.68,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099766254425049,True,46.32,0.66,2025-10-22T17:48:50.945937,0.55,0.7,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.082273244857788,True,48.13,0.65,2025-10-22T17:48:59.363088,0.5,0.75,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.08094596862793,True,54.42,0.65,2025-10-22T17:49:07.779580,0.48,0.78,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1136579513549805,True,56.52,0.85,2025-10-22T17:49:16.244887,0.45,0.8,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.124492406845093,True,74.27,0.83,2025-10-22T17:49:24.710210,0.3,0.9,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.142309665679932,False,99.24,0.51,2025-10-22T17:49:33.193600,0.88,0.3,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.140175819396973,True,46.36,0.84,2025-10-22T17:49:41.679441,0.38,0.85,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135020017623901,True,51.31,0.65,2025-10-22T17:49:50.158371,0.48,0.76,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.126802206039429,True,29.21,0.67,2025-10-22T17:49:58.631329,0.62,0.58,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133852481842041,False,60.28,0.65,2025-10-22T17:50:07.105868,0.5,0.75,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.149692058563232,True,47.99,0.66,2025-10-22T17:50:15.599737,0.52,0.72,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.124081611633301,True,52.51,0.67,2025-10-22T17:50:24.064126,0.6,0.65,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.04955530166626,True,81.57,0.83,2025-10-22T17:50:33.947031,0.35,0.88,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['ECC_521', 'AES_256_GCM']",[],6.082794427871704,True,21.56,0.47,2025-10-22T17:50:42.364452,0.62,0.58,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.101687669754028,True,44.87,0.65,2025-10-22T17:50:50.798618,0.5,0.75,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099497556686401,True,40.71,0.66,2025-10-22T17:50:59.231264,0.52,0.72,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099331855773926,True,41.09,0.67,2025-10-22T17:51:07.664165,0.58,0.68,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.089615345001221,True,59.02,0.85,2025-10-22T17:51:16.095784,0.45,0.8,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0814433097839355,False,135.28,0.66,2025-10-22T17:51:24.496459,0.55,0.65,280.0
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0675482749938965,True,43.3,0.67,2025-10-22T17:51:32.899270,0.6,0.6,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.096836090087891,True,55.38,0.84,2025-10-22T17:51:41.332459,0.38,0.85,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.103141784667969,False,79.03,0.65,2025-10-22T17:51:49.785260,0.48,0.78,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.07106876373291,True,81.16,0.85,2025-10-22T17:51:58.197055,0.48,0.78,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.067270994186401,True,53.32,0.65,2025-10-22T17:52:06.599747,0.48,0.76,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.104987382888794,False,116.92,0.83,2025-10-22T17:52:15.030773,0.3,0.9,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.100623607635498,True,53.15,0.65,2025-10-22T17:52:23.482001,0.5,0.75,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.115837097167969,True,18.81,0.48,2025-10-22T17:52:31.931777,0.65,0.55,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.110970497131348,False,83.56,0.51,2025-10-22T17:52:40.393527,0.88,0.3,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.058564186096191,True,39.9,0.66,2025-10-22T17:52:48.783427,0.55,0.7,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.083531856536865,True,30.56,0.67,2025-10-22T17:52:57.183578,0.58,0.68,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.085526943206787,True,44.4,0.67,2025-10-22T17:53:05.617117,0.6,0.65,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.102032661437988,True,54.01,0.66,2025-10-22T17:53:14.041647,0.55,0.7,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1009979248046875,True,54.01,0.65,2025-10-22T17:53:23.978721,0.5,0.75,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.095475673675537,True,36.03,0.67,2025-10-22T17:53:32.410441,0.58,0.68,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.094492673873901,True,42.36,0.66,2025-10-22T17:53:40.833346,0.52,0.72,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.083327293395996,True,111.42,0.66,2025-10-22T17:53:49.267728,0.55,0.65,280.0
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1002280712127686,True,29.29,0.65,2025-10-22T17:53:57.701371,0.48,0.76,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1255152225494385,True,43.3,0.67,2025-10-22T17:54:06.150442,0.6,0.65,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1002185344696045,True,42.95,0.66,2025-10-22T17:54:14.584297,0.55,0.7,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099451065063477,True,43.79,0.65,2025-10-22T17:54:23.000997,0.48,0.78,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.065509796142578,True,51.7,0.67,2025-10-22T17:54:31.418555,0.62,0.58,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.0981855392456055,True,59.63,0.83,2025-10-22T17:54:39.849901,0.35,0.88,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.098960876464844,True,46.3,0.83,2025-10-22T17:54:48.268824,0.3,0.9,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.115582466125488,True,72.68,0.84,2025-10-22T17:54:56.701366,0.38,0.85,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.116761922836304,True,21.25,0.48,2025-10-22T17:55:05.135605,0.65,0.55,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.117316961288452,True,31.55,0.51,2025-10-22T17:55:13.586535,0.88,0.3,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1162941455841064,True,59.34,0.85,2025-10-22T17:55:22.035752,0.45,0.8,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.097215414047241,True,53.14,0.67,2025-10-22T17:55:30.486018,0.6,0.6,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.099107265472412,True,50.38,0.85,2025-10-22T17:55:38.919650,0.48,0.78,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.050230264663696,True,33.47,0.67,2025-10-22T17:55:47.319661,0.58,0.68,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099057912826538,False,128.87,0.65,2025-10-22T17:55:55.753097,0.5,0.75,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.084070920944214,True,51.13,0.66,2025-10-22T17:56:04.170384,0.55,0.7,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.113913059234619,True,48.24,0.66,2025-10-22T17:56:14.118623,0.55,0.7,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.082983732223511,True,31.11,0.67,2025-10-22T17:56:22.520056,0.62,0.58,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.098085165023804,True,30.09,0.67,2025-10-22T17:56:30.953625,0.6,0.6,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.098921537399292,True,47.04,0.66,2025-10-22T17:56:39.385692,0.55,0.7,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.081679105758667,True,28.58,0.65,2025-10-22T17:56:47.787417,0.48,0.78,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.098575115203857,True,48.12,0.67,2025-10-22T17:56:56.218908,0.6,0.65,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.099326848983765,True,74.51,0.84,2025-10-22T17:57:04.653191,0.38,0.85,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.066226005554199,True,31.45,0.48,2025-10-22T17:57:13.054123,0.65,0.55,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0980141162872314,True,45.09,0.66,2025-10-22T17:57:21.502235,0.52,0.72,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.132506847381592,True,80.47,0.83,2025-10-22T17:57:29.970459,0.3,0.9,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.098981857299805,True,46.02,0.65,2025-10-22T17:57:38.403817,0.5,0.75,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.101227283477783,True,67.39,0.85,2025-10-22T17:57:46.839198,0.48,0.78,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.115781545639038,True,43.19,0.67,2025-10-22T17:57:55.287526,0.58,0.68,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0994744300842285,True,35.0,0.67,2025-10-22T17:58:03.721483,0.58,0.68,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.100066900253296,True,54.15,0.65,2025-10-22T17:58:12.154991,0.48,0.76,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.119004249572754,True,73.6,0.85,2025-10-22T17:58:20.605143,0.45,0.8,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1000590324401855,False,171.12,0.66,2025-10-22T17:58:29.055251,0.55,0.65,280.0
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.083322286605835,True,74.07,0.83,2025-10-22T17:58:37.455368,0.35,0.88,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.1151721477508545,True,36.81,0.51,2025-10-22T17:58:45.904982,0.88,0.3,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099766254425049,True,42.39,0.65,2025-10-22T17:58:54.355284,0.5,0.75,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099281072616577,True,46.67,0.66,2025-10-22T17:59:04.306354,0.55,0.7,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.082354545593262,True,75.42,0.85,2025-10-22T17:59:12.706459,0.45,0.8,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.083421945571899,True,48.01,0.83,2025-10-22T17:59:21.122697,0.35,0.88,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0996294021606445,True,43.52,0.65,2025-10-22T17:59:29.555679,0.48,0.78,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.084122657775879,True,52.49,0.67,2025-10-22T17:59:37.973632,0.6,0.65,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.116773843765259,True,80.33,0.85,2025-10-22T17:59:46.423044,0.48,0.78,
